noise_percentage,confidence_factor,correctly_classified,accuracy
22.300,0.475,1082,57.3093
22.300,0.4,1061,56.197
22.300,0.5,1082,57.3093
22.350,0.025,705,37.3411
22.350,0.05,705,37.3411
22.350,0.075,705,37.3411
22.350,0.125,747,39.5657
22.350,0.150,749,39.6716
22.350,0.175,765,40.5191
22.350,0.1,747,39.5657
22.350,0.225,811,42.9555
22.350,0.25,830,43.9619
22.350,0.275,830,43.9619
22.350,0.2,770,40.7839
22.350,0.325,999,52.9131
22.350,0.350,1015,53.7606
22.350,0.375,1027,54.3962
22.350,0.3,974,51.589
22.350,0.425,1054,55.8263
22.350,0.45,1054,55.8263
22.350,0.475,1058,56.0381
22.350,0.4,1038,54.9788
22.350,0.5,1058,56.0381
22.400,0.025,713,37.7648
22.400,0.05,713,37.7648
22.400,0.075,713,37.7648
22.400,0.125,763,40.4131
22.400,0.150,763,40.4131
22.400,0.175,766,40.572
22.400,0.1,759,40.2013
22.400,0.225,882,46.7161
22.400,0.25,894,47.3517
22.400,0.275,895,47.4047
22.400,0.2,767,40.625
22.400,0.325,999,52.9131
22.400,0.350,1009,53.4428
22.400,0.375,1019,53.9725
22.400,0.3,995,52.7013
22.400,0.425,1036,54.8729
22.400,0.45,1040,55.0847
22.400,0.475,1043,55.2436
22.400,0.4,1034,54.7669
22.400,0.5,1047,55.4555
22.450,0.025,700,37.0763
22.450,0.05,700,37.0763
22.450,0.075,745,39.4597
22.450,0.125,749,39.6716
22.450,0.150,824,43.6441
22.450,0.175,829,43.9089
22.450,0.1,749,39.6716
22.450,0.225,842,44.5975
22.450,0.25,963,51.0064
22.450,0.275,970,51.3771
22.450,0.2,829,43.9089
22.450,0.325,983,52.0657
22.450,0.350,984,52.1186
22.450,0.375,996,52.7542
22.450,0.3,972,51.4831
22.450,0.425,1038,54.9788
22.450,0.45,1044,55.2966
22.450,0.475,1044,55.2966
22.450,0.4,1028,54.4492
22.450,0.5,1048,55.5085
22.500,0.025,684,36.2288
22.500,0.05,737,39.036
22.500,0.075,738,39.089
22.500,0.125,738,39.089
22.500,0.150,738,39.089
22.500,0.175,738,39.089
22.500,0.1,738,39.089
22.500,0.225,796,42.161
22.500,0.25,798,42.2669
22.500,0.275,909,48.1462
22.500,0.2,739,39.1419
22.500,0.325,963,51.0064
22.500,0.350,996,52.7542
22.500,0.375,1004,53.178
22.500,0.3,947,50.1589
22.500,0.425,1036,54.8729
22.500,0.45,1043,55.2436
22.500,0.475,1043,55.2436
22.500,0.4,1028,54.4492
22.500,0.5,1043,55.2436
22.550,0.025,699,37.0233
22.550,0.05,699,37.0233
22.550,0.075,745,39.4597
22.550,0.125,745,39.4597
22.550,0.150,806,42.6907
22.550,0.175,824,43.6441
22.550,0.1,745,39.4597
22.550,0.225,827,43.803
22.550,0.25,827,43.803
22.550,0.275,863,45.7097
22.550,0.2,828,43.8559
22.550,0.325,981,51.9597
22.550,0.350,989,52.3835
22.550,0.375,996,52.7542
22.550,0.3,978,51.8008
22.550,0.425,1029,54.5021
22.550,0.45,1029,54.5021
22.550,0.475,1029,54.5021
22.550,0.4,1009,53.4428
22.550,0.5,1033,54.714
22.600,0.025,738,39.089
22.600,0.05,738,39.089
22.600,0.075,738,39.089
22.600,0.125,779,41.2606
22.600,0.150,779,41.2606
22.600,0.175,779,41.2606
22.600,0.1,738,39.089
22.600,0.225,857,45.3919
22.600,0.25,864,45.7627
22.600,0.275,887,46.9809
22.600,0.2,779,41.2606
22.600,0.325,1004,53.178
22.600,0.350,1013,53.6547
22.600,0.375,1019,53.9725
22.600,0.3,984,52.1186
22.600,0.425,1043,55.2436
22.600,0.45,1045,55.3496
22.600,0.475,1057,55.9852
22.600,0.4,1025,54.2903
22.600,0.5,1060,56.1441
22.650,0.025,700,37.0763
22.650,0.05,700,37.0763
22.650,0.075,755,39.9894
22.650,0.125,755,39.9894
22.650,0.150,757,40.0953
22.650,0.175,757,40.0953
22.650,0.1,755,39.9894
22.650,0.225,826,43.75
22.650,0.25,965,51.1123
22.650,0.275,989,52.3835
22.650,0.2,823,43.5911
22.650,0.325,1011,53.5487
22.650,0.350,1024,54.2373
22.650,0.375,1030,54.5551
22.650,0.3,1005,53.2309
22.650,0.425,1039,55.0318
22.650,0.45,1047,55.4555
22.650,0.475,1047,55.4555
22.650,0.4,1037,54.9258
22.650,0.5,1047,55.4555
22.700,0.025,697,36.9174
22.700,0.05,697,36.9174
22.700,0.075,760,40.2542
22.700,0.125,767,40.625
22.700,0.150,771,40.8369
22.700,0.175,837,44.3326
22.700,0.1,765,40.5191
22.700,0.225,870,46.0805
22.700,0.25,871,46.1335
22.700,0.275,894,47.3517
22.700,0.2,846,44.8093
22.700,0.325,1014,53.7076
22.700,0.350,1023,54.1843
22.700,0.375,1032,54.661
22.700,0.3,895,47.4047
22.700,0.425,1052,55.7203
22.700,0.45,1054,55.8263
22.700,0.475,1061,56.197
22.700,0.4,1041,55.1377
22.700,0.5,1061,56.197
22.750,0.025,705,37.3411
22.750,0.05,705,37.3411
22.750,0.075,705,37.3411
22.750,0.125,746,39.5127
22.750,0.150,748,39.6186
22.750,0.175,796,42.161
22.750,0.1,746,39.5127
22.750,0.225,799,42.3199
22.750,0.25,816,43.2203
22.750,0.275,867,45.9216
22.750,0.2,796,42.161
22.750,0.325,1005,53.2309
22.750,0.350,1007,53.3369
22.750,0.375,1020,54.0254
22.750,0.3,892,47.2458
22.750,0.425,1046,55.4025
22.750,0.45,1048,55.5085
22.750,0.475,1048,55.5085
22.750,0.4,1028,54.4492
22.750,0.5,1048,55.5085
22.800,0.025,695,36.8114
22.800,0.05,695,36.8114
22.800,0.075,695,36.8114
22.800,0.125,741,39.2479
22.800,0.150,795,42.1081
22.800,0.175,795,42.1081
22.800,0.1,741,39.2479
22.800,0.225,832,44.0678
22.800,0.25,872,46.1864
22.800,0.275,875,46.3453
22.800,0.2,799,42.3199
22.800,0.325,987,52.2775
22.800,0.350,992,52.5424
22.800,0.375,992,52.5424
22.800,0.3,987,52.2775
22.800,0.425,1022,54.1314
22.800,0.45,1033,54.714
22.800,0.475,1035,54.8199
22.800,0.4,1011,53.5487
22.800,0.5,1035,54.8199
22.850,0.025,704,37.2881
22.850,0.05,704,37.2881
22.850,0.075,704,37.2881
22.850,0.125,704,37.2881
22.850,0.150,804,42.5847
22.850,0.175,804,42.5847
22.850,0.1,704,37.2881
22.850,0.225,819,43.3792
22.850,0.25,827,43.803
22.850,0.275,944,50
22.850,0.2,813,43.0614
22.850,0.325,1012,53.6017
22.850,0.350,1017,53.8665
22.850,0.375,1024,54.2373
22.850,0.3,966,51.1653
22.850,0.425,1038,54.9788
22.850,0.45,1045,55.3496
22.850,0.475,1045,55.3496
22.850,0.4,1026,54.3432
22.850,0.5,1048,55.5085
22.900,0.025,695,36.8114
22.900,0.05,695,36.8114
22.900,0.075,695,36.8114
22.900,0.125,736,38.9831
22.900,0.150,736,38.9831
22.900,0.175,811,42.9555
22.900,0.1,736,38.9831
22.900,0.225,825,43.697
22.900,0.25,828,43.8559
22.900,0.275,828,43.8559
22.900,0.2,822,43.5381
22.900,0.325,960,50.8475
22.900,0.350,975,51.6419
22.900,0.375,983,52.0657
22.900,0.3,831,44.0148
22.900,0.425,1021,54.0784
22.900,0.45,1023,54.1843
22.900,0.475,1023,54.1843
22.900,0.4,1012,53.6017
22.900,0.5,1029,54.5021
22.950,0.025,705,37.3411
22.950,0.05,705,37.3411
22.950,0.075,753,39.8835
22.950,0.125,784,41.5254
22.950,0.150,793,42.0021
22.950,0.175,793,42.0021
22.950,0.1,753,39.8835
22.950,0.225,819,43.3792
22.950,0.25,834,44.1737
22.950,0.275,978,51.8008
22.950,0.2,805,42.6377
22.950,0.325,987,52.2775
22.950,0.350,998,52.8602
22.950,0.375,1004,53.178
22.950,0.3,983,52.0657
22.950,0.425,1029,54.5021
22.950,0.45,1038,54.9788
22.950,0.475,1041,55.1377
22.950,0.4,1019,53.9725
22.950,0.5,1041,55.1377
23.000,0.025,702,37.1822
23.000,0.05,702,37.1822
23.000,0.075,702,37.1822
23.000,0.125,766,40.572
23.000,0.150,766,40.572
23.000,0.175,766,40.572
23.000,0.1,702,37.1822
23.000,0.225,848,44.9153
23.000,0.25,886,46.928
23.000,0.275,948,50.2119
23.000,0.2,826,43.75
23.000,0.325,980,51.9068
23.000,0.350,997,52.8072
23.000,0.375,1035,54.8199
23.000,0.3,974,51.589
23.000,0.425,1054,55.8263
23.000,0.45,1054,55.8263
23.000,0.475,1054,55.8263
23.000,0.4,1046,55.4025
23.000,0.5,1058,56.0381
23.050,0.025,703,37.2352
23.050,0.05,750,39.7246
23.050,0.075,751,39.7775
23.050,0.125,752,39.8305
23.050,0.150,752,39.8305
23.050,0.175,753,39.8835
23.050,0.1,752,39.8305
23.050,0.225,835,44.2267
23.050,0.25,853,45.1801
23.050,0.275,944,50
23.050,0.2,826,43.75
23.050,0.325,977,51.7479
23.050,0.350,1004,53.178
23.050,0.375,1014,53.7076
23.050,0.3,965,51.1123
23.050,0.425,1041,55.1377
23.050,0.45,1041,55.1377
23.050,0.475,1041,55.1377
23.050,0.4,1024,54.2373
23.050,0.5,1041,55.1377
23.100,0.025,716,37.9237
23.100,0.05,716,37.9237
23.100,0.075,716,37.9237
23.100,0.125,788,41.7373
23.100,0.150,788,41.7373
23.100,0.175,789,41.7903
23.100,0.1,786,41.6314
23.100,0.225,846,44.8093
23.100,0.25,846,44.8093
23.100,0.275,946,50.1059
23.100,0.2,793,42.0021
23.100,0.325,954,50.5297
23.100,0.350,973,51.536
23.100,0.375,990,52.4364
23.100,0.3,949,50.2648
23.100,0.425,1005,53.2309
23.100,0.45,1011,53.5487
23.100,0.475,1017,53.8665
23.100,0.4,999,52.9131
23.100,0.5,1017,53.8665
23.150,0.025,698,36.9703
23.150,0.05,746,39.5127
23.150,0.075,747,39.5657
23.150,0.125,747,39.5657
23.150,0.150,774,40.9958
23.150,0.175,774,40.9958
23.150,0.1,747,39.5657
23.150,0.225,810,42.9025
23.150,0.25,817,43.2733
23.150,0.275,946,50.1059
23.150,0.2,786,41.6314
23.150,0.325,1010,53.4958
23.150,0.350,1030,54.5551
23.150,0.375,1035,54.8199
23.150,0.3,956,50.6356
23.150,0.425,1056,55.9322
23.150,0.45,1060,56.1441
23.150,0.475,1063,56.303
23.150,0.4,1043,55.2436
23.150,0.5,1063,56.303
23.200,0.025,702,37.1822
23.200,0.05,702,37.1822
23.200,0.075,748,39.6186
23.200,0.125,753,39.8835
23.200,0.150,753,39.8835
23.200,0.175,765,40.5191
23.200,0.1,753,39.8835
23.200,0.225,854,45.2331
23.200,0.25,855,45.286
23.200,0.275,964,51.0593
23.200,0.2,826,43.75
23.200,0.325,983,52.0657
23.200,0.350,989,52.3835
23.200,0.375,999,52.9131
23.200,0.3,973,51.536
23.200,0.425,1032,54.661
23.200,0.45,1041,55.1377
23.200,0.475,1047,55.4555
23.200,0.4,1006,53.2839
23.200,0.5,1047,55.4555
23.250,0.025,713,37.7648
23.250,0.05,713,37.7648
23.250,0.075,757,40.0953
23.250,0.125,757,40.0953
23.250,0.150,757,40.0953
23.250,0.175,757,40.0953
23.250,0.1,757,40.0953
23.250,0.225,862,45.6568
23.250,0.25,865,45.8157
23.250,0.275,871,46.1335
23.250,0.2,827,43.803
23.250,0.325,1001,53.0191
23.250,0.350,1006,53.2839
23.250,0.375,1027,54.3962
23.250,0.3,883,46.7691
23.250,0.425,1039,55.0318
23.250,0.45,1039,55.0318
23.250,0.475,1043,55.2436
23.250,0.4,1037,54.9258
23.250,0.5,1043,55.2436
23.300,0.025,693,36.7055
23.300,0.05,693,36.7055
23.300,0.075,740,39.1949
23.300,0.125,764,40.4661
23.300,0.150,765,40.5191
23.300,0.175,807,42.7436
23.300,0.1,740,39.1949
23.300,0.225,853,45.1801
23.300,0.25,854,45.2331
23.300,0.275,891,47.1928
23.300,0.2,808,42.7966
23.300,0.325,965,51.1123
23.300,0.350,987,52.2775
23.300,0.375,991,52.4894
23.300,0.3,960,50.8475
23.300,0.425,1021,54.0784
23.300,0.45,1034,54.7669
23.300,0.475,1047,55.4555
23.300,0.4,1006,53.2839
23.300,0.5,1047,55.4555
23.350,0.025,690,36.5466
23.350,0.05,690,36.5466
23.350,0.075,737,39.036
23.350,0.125,739,39.1419
23.350,0.150,739,39.1419
23.350,0.175,739,39.1419
23.350,0.1,737,39.036
23.350,0.225,845,44.7564
23.350,0.25,857,45.3919
23.350,0.275,964,51.0593
23.350,0.2,739,39.1419
23.350,0.325,1001,53.0191
23.350,0.350,1012,53.6017
23.350,0.375,1024,54.2373
23.350,0.3,982,52.0127
23.350,0.425,1049,55.5614
23.350,0.45,1053,55.7733
23.350,0.475,1053,55.7733
23.350,0.4,1032,54.661
23.350,0.5,1053,55.7733
23.400,0.025,705,37.3411
23.400,0.05,752,39.8305
23.400,0.075,769,40.7309
23.400,0.125,771,40.8369
23.400,0.150,778,41.2076
23.400,0.175,778,41.2076
23.400,0.1,771,40.8369
23.400,0.225,780,41.3136
23.400,0.25,805,42.6377
23.400,0.275,871,46.1335
23.400,0.2,780,41.3136
23.400,0.325,987,52.2775
23.400,0.350,998,52.8602
23.400,0.375,1016,53.8136
23.400,0.3,984,52.1186
23.400,0.425,1050,55.6144
23.400,0.45,1050,55.6144
23.400,0.475,1052,55.7203
23.400,0.4,1029,54.5021
23.400,0.5,1052,55.7203
23.450,0.025,733,38.8242
23.450,0.05,733,38.8242
23.450,0.075,778,41.2076
23.450,0.125,781,41.3665
23.450,0.150,781,41.3665
23.450,0.175,781,41.3665
23.450,0.1,781,41.3665
23.450,0.225,843,44.6504
23.450,0.25,899,47.6165
23.450,0.275,922,48.8347
23.450,0.2,843,44.6504
23.450,0.325,985,52.1716
23.450,0.350,1007,53.3369
23.450,0.375,1013,53.6547
23.450,0.3,982,52.0127
23.450,0.425,1047,55.4555
23.450,0.45,1049,55.5614
23.450,0.475,1049,55.5614
23.450,0.4,1040,55.0847
23.450,0.5,1049,55.5614
23.500,0.025,702,37.1822
23.500,0.05,702,37.1822
23.500,0.075,746,39.5127
23.500,0.125,746,39.5127
23.500,0.150,797,42.214
23.500,0.175,808,42.7966
23.500,0.1,746,39.5127
23.500,0.225,832,44.0678
23.500,0.25,834,44.1737
23.500,0.275,945,50.053
23.500,0.2,825,43.697
23.500,0.325,1013,53.6547
23.500,0.350,1033,54.714
23.500,0.375,1033,54.714
23.500,0.3,967,51.2182
23.500,0.425,1043,55.2436
23.500,0.45,1053,55.7733
23.500,0.475,1053,55.7733
23.500,0.4,1035,54.8199
23.500,0.5,1053,55.7733
23.550,0.025,707,37.447
23.550,0.05,707,37.447
23.550,0.075,749,39.6716
23.550,0.125,755,39.9894
23.550,0.150,755,39.9894
23.550,0.175,832,44.0678
23.550,0.1,755,39.9894
23.550,0.225,843,44.6504
23.550,0.25,844,44.7034
23.550,0.275,862,45.6568
23.550,0.2,837,44.3326
23.550,0.325,870,46.0805
23.550,0.350,990,52.4364
23.550,0.375,1016,53.8136
23.550,0.3,868,45.9746
23.550,0.425,1032,54.661
23.550,0.45,1050,55.6144
23.550,0.475,1059,56.0911
23.550,0.4,1023,54.1843
23.550,0.5,1059,56.0911
23.600,0.025,686,36.3347
23.600,0.05,737,39.036
23.600,0.075,737,39.036
23.600,0.125,737,39.036
23.600,0.150,737,39.036
23.600,0.175,737,39.036
23.600,0.1,737,39.036
23.600,0.225,828,43.8559
23.600,0.25,832,44.0678
23.600,0.275,831,44.0148
23.600,0.2,741,39.2479
23.600,0.325,973,51.536
23.600,0.350,985,52.1716
23.600,0.375,990,52.4364
23.600,0.3,913,48.3581
23.600,0.425,1023,54.1843
23.600,0.45,1027,54.3962
23.600,0.475,1030,54.5551
23.600,0.4,1007,53.3369
23.600,0.5,1030,54.5551
23.650,0.025,720,38.1356
23.650,0.05,720,38.1356
23.650,0.075,720,38.1356
23.650,0.125,766,40.572
23.650,0.150,766,40.572
23.650,0.175,766,40.572
23.650,0.1,766,40.572
23.650,0.225,830,43.9619
23.650,0.25,833,44.1208
23.650,0.275,833,44.1208
23.650,0.2,766,40.572
23.650,0.325,978,51.8008
23.650,0.350,1004,53.178
23.650,0.375,1010,53.4958
23.650,0.3,961,50.9004
23.650,0.425,1043,55.2436
23.650,0.45,1047,55.4555
23.650,0.475,1050,55.6144
23.650,0.4,1023,54.1843
23.650,0.5,1050,55.6144
23.700,0.025,710,37.6059
23.700,0.05,710,37.6059
23.700,0.075,710,37.6059
23.700,0.125,764,40.4661
23.700,0.150,806,42.6907
23.700,0.175,806,42.6907
23.700,0.1,764,40.4661
23.700,0.225,813,43.0614
23.700,0.25,832,44.0678
23.700,0.275,841,44.5445
23.700,0.2,807,42.7436
23.700,0.325,982,52.0127
23.700,0.350,1003,53.125
23.700,0.375,1007,53.3369
23.700,0.3,949,50.2648
23.700,0.425,1033,54.714
23.700,0.45,1033,54.714
23.700,0.475,1033,54.714
23.700,0.4,1027,54.3962
23.700,0.5,1040,55.0847
23.750,0.025,699,37.0233
23.750,0.05,699,37.0233
23.750,0.075,699,37.0233
23.750,0.125,699,37.0233
23.750,0.150,699,37.0233
23.750,0.175,734,38.8771
23.750,0.1,699,37.0233
23.750,0.225,802,42.4788
23.750,0.25,807,42.7436
23.750,0.275,942,49.8941
23.750,0.2,796,42.161
23.750,0.325,959,50.7945
23.750,0.350,983,52.0657
23.750,0.375,1018,53.9195
23.750,0.3,949,50.2648
23.750,0.425,1036,54.8729
23.750,0.45,1049,55.5614
23.750,0.475,1049,55.5614
23.750,0.4,1029,54.5021
23.750,0.5,1052,55.7203
23.800,0.025,694,36.7585
23.800,0.05,694,36.7585
23.800,0.075,694,36.7585
23.800,0.125,765,40.5191
23.800,0.150,768,40.678
23.800,0.175,769,40.7309
23.800,0.1,756,40.0424
23.800,0.225,831,44.0148
23.800,0.25,843,44.6504
23.800,0.275,950,50.3178
23.800,0.2,829,43.9089
23.800,0.325,981,51.9597
23.800,0.350,997,52.8072
23.800,0.375,1015,53.7606
23.800,0.3,957,50.6886
23.800,0.425,1036,54.8729
23.800,0.45,1038,54.9788
23.800,0.475,1041,55.1377
23.800,0.4,1031,54.6081
23.800,0.5,1041,55.1377
23.850,0.025,703,37.2352
23.850,0.05,703,37.2352
23.850,0.075,772,40.8898
23.850,0.125,772,40.8898
23.850,0.150,772,40.8898
23.850,0.175,772,40.8898
23.850,0.1,772,40.8898
23.850,0.225,773,40.9428
23.850,0.25,807,42.7436
23.850,0.275,807,42.7436
23.850,0.2,772,40.8898
23.850,0.325,966,51.1653
23.850,0.350,984,52.1186
23.850,0.375,1021,54.0784
23.850,0.3,927,49.0996
23.850,0.425,1031,54.6081
23.850,0.45,1041,55.1377
23.850,0.475,1041,55.1377
23.850,0.4,1027,54.3962
23.850,0.5,1041,55.1377
23.900,0.025,703,37.2352
23.900,0.05,703,37.2352
23.900,0.075,747,39.5657
23.900,0.125,751,39.7775
23.900,0.150,753,39.8835
23.900,0.175,753,39.8835
23.900,0.1,747,39.5657
23.900,0.225,871,46.1335
23.900,0.25,875,46.3453
23.900,0.275,885,46.875
23.900,0.2,820,43.4322
23.900,0.325,1004,53.178
23.900,0.350,1015,53.7606
23.900,0.375,1019,53.9725
23.900,0.3,896,47.4576
23.900,0.425,1022,54.1314
23.900,0.45,1028,54.4492
23.900,0.475,1028,54.4492
23.900,0.4,1022,54.1314
23.900,0.5,1028,54.4492
23.950,0.025,698,36.9703
23.950,0.05,698,36.9703
23.950,0.075,764,40.4661
23.950,0.125,766,40.572
23.950,0.150,766,40.572
23.950,0.175,766,40.572
23.950,0.1,766,40.572
23.950,0.225,840,44.4915
23.950,0.25,845,44.7564
23.950,0.275,856,45.339
23.950,0.2,837,44.3326
23.950,0.325,868,45.9746
23.950,0.350,967,51.2182
23.950,0.375,971,51.4301
23.950,0.3,865,45.8157
23.950,0.425,992,52.5424
23.950,0.45,992,52.5424
23.950,0.475,1000,52.9661
23.950,0.4,983,52.0657
23.950,0.5,1000,52.9661
24.000,0.025,693,36.7055
24.000,0.05,742,39.3008
24.000,0.075,743,39.3538
24.000,0.125,745,39.4597
24.000,0.150,745,39.4597
24.000,0.175,747,39.5657
24.000,0.1,745,39.4597
24.000,0.225,848,44.9153
24.000,0.25,854,45.2331
24.000,0.275,926,49.0466
24.000,0.2,747,39.5657
24.000,0.325,996,52.7542
24.000,0.350,998,52.8602
24.000,0.375,1005,53.2309
24.000,0.3,995,52.7013
24.000,0.425,1030,54.5551
24.000,0.45,1032,54.661
24.000,0.475,1034,54.7669
24.000,0.4,1016,53.8136
24.000,0.5,1034,54.7669
24.050,0.025,707,37.447
24.050,0.05,758,40.1483
24.050,0.075,758,40.1483
24.050,0.125,758,40.1483
24.050,0.150,758,40.1483
24.050,0.175,761,40.3072
24.050,0.1,758,40.1483
24.050,0.225,785,41.5784
24.050,0.25,824,43.6441
24.050,0.275,871,46.1335
24.050,0.2,762,40.3602
24.050,0.325,984,52.1186
24.050,0.350,989,52.3835
24.050,0.375,1008,53.3898
24.050,0.3,965,51.1123
24.050,0.425,1011,53.5487
24.050,0.45,1022,54.1314
24.050,0.475,1025,54.2903
24.050,0.4,1008,53.3898
24.050,0.5,1029,54.5021
24.100,0.025,710,37.6059
24.100,0.05,710,37.6059
24.100,0.075,710,37.6059
24.100,0.125,756,40.0424
24.100,0.150,775,41.0487
24.100,0.175,776,41.1017
24.100,0.1,753,39.8835
24.100,0.225,906,47.9873
24.100,0.25,891,47.1928
24.100,0.275,904,47.8814
24.100,0.2,779,41.2606
24.100,0.325,1029,54.5021
24.100,0.350,1029,54.5021
24.100,0.375,1041,55.1377
24.100,0.3,1013,53.6547
24.100,0.425,1053,55.7733
24.100,0.45,1064,56.3559
24.100,0.475,1067,56.5148
24.100,0.4,1049,55.5614
24.100,0.5,1067,56.5148
24.150,0.025,684,36.2288
24.150,0.05,684,36.2288
24.150,0.075,684,36.2288
24.150,0.125,724,38.3475
24.150,0.150,730,38.6653
24.150,0.175,819,43.3792
24.150,0.1,724,38.3475
24.150,0.225,827,43.803
24.150,0.25,867,45.9216
24.150,0.275,883,46.7691
24.150,0.2,820,43.4322
24.150,0.325,980,51.9068
24.150,0.350,1007,53.3369
24.150,0.375,1022,54.1314
24.150,0.3,977,51.7479
24.150,0.425,1042,55.1907
24.150,0.45,1044,55.2966
24.150,0.475,1050,55.6144
24.150,0.4,1028,54.4492
24.150,0.5,1050,55.6144
24.200,0.025,688,36.4407
24.200,0.05,688,36.4407
24.200,0.075,688,36.4407
24.200,0.125,736,38.9831
24.200,0.150,743,39.3538
24.200,0.175,743,39.3538
24.200,0.1,736,38.9831
24.200,0.225,831,44.0148
24.200,0.25,835,44.2267
24.200,0.275,942,49.8941
24.200,0.2,794,42.0551
24.200,0.325,961,50.9004
24.200,0.350,963,51.0064
24.200,0.375,987,52.2775
24.200,0.3,958,50.7415
24.200,0.425,1029,54.5021
24.200,0.45,1033,54.714
24.200,0.475,1033,54.714
24.200,0.4,1012,53.6017
24.200,0.5,1033,54.714
24.250,0.025,691,36.5996
24.250,0.05,691,36.5996
24.250,0.075,738,39.089
24.250,0.125,739,39.1419
24.250,0.150,798,42.2669
24.250,0.175,798,42.2669
24.250,0.1,739,39.1419
24.250,0.225,801,42.4258
24.250,0.25,834,44.1737
24.250,0.275,990,52.4364
24.250,0.2,799,42.3199
24.250,0.325,1012,53.6017
24.250,0.350,1025,54.2903
24.250,0.375,1027,54.3962
24.250,0.3,1007,53.3369
24.250,0.425,1040,55.0847
24.250,0.45,1042,55.1907
24.250,0.475,1042,55.1907
24.250,0.4,1034,54.7669
24.250,0.5,1042,55.1907
24.300,0.025,664,35.1695
24.300,0.05,712,37.7119
24.300,0.075,712,37.7119
24.300,0.125,722,38.2415
24.300,0.150,729,38.6123
24.300,0.175,729,38.6123
24.300,0.1,715,37.8708
24.300,0.225,804,42.5847
24.300,0.25,917,48.5699
24.300,0.275,920,48.7288
24.300,0.2,801,42.4258
24.300,0.325,980,51.9068
24.300,0.350,983,52.0657
24.300,0.375,989,52.3835
24.300,0.3,966,51.1653
24.300,0.425,1017,53.8665
24.300,0.45,1022,54.1314
24.300,0.475,1022,54.1314
24.300,0.4,1005,53.2309
24.300,0.5,1022,54.1314
24.350,0.025,690,36.5466
24.350,0.05,690,36.5466
24.350,0.075,740,39.1949
24.350,0.125,761,40.3072
24.350,0.150,761,40.3072
24.350,0.175,761,40.3072
24.350,0.1,756,40.0424
24.350,0.225,832,44.0678
24.350,0.25,832,44.0678
24.350,0.275,854,45.2331
24.350,0.2,816,43.2203
24.350,0.325,944,50
24.350,0.350,950,50.3178
24.350,0.375,957,50.6886
24.350,0.3,941,49.8411
24.350,0.425,1001,53.0191
24.350,0.45,1020,54.0254
24.350,0.475,1030,54.5551
24.350,0.4,983,52.0657
24.350,0.5,1030,54.5551
24.400,0.025,693,36.7055
24.400,0.05,740,39.1949
24.400,0.075,746,39.5127
24.400,0.125,746,39.5127
24.400,0.150,746,39.5127
24.400,0.175,748,39.6186
24.400,0.1,746,39.5127
24.400,0.225,833,44.1208
24.400,0.25,834,44.1737
24.400,0.275,962,50.9534
24.400,0.2,815,43.1674
24.400,0.325,986,52.2246
24.400,0.350,998,52.8602
24.400,0.375,1012,53.6017
24.400,0.3,974,51.589
24.400,0.425,1036,54.8729
24.400,0.45,1036,54.8729
24.400,0.475,1046,55.4025
24.400,0.4,1022,54.1314
24.400,0.5,1046,55.4025
24.450,0.025,709,37.553
24.450,0.05,709,37.553
24.450,0.075,757,40.0953
24.450,0.125,757,40.0953
24.450,0.150,757,40.0953
24.450,0.175,757,40.0953
24.450,0.1,757,40.0953
24.450,0.225,757,40.0953
24.450,0.25,823,43.5911
24.450,0.275,832,44.0678
24.450,0.2,757,40.0953
24.450,0.325,836,44.2797
24.450,0.350,954,50.5297
24.450,0.375,969,51.3242
24.450,0.3,836,44.2797
24.450,0.425,997,52.8072
24.450,0.45,1005,53.2309
24.450,0.475,1014,53.7076
24.450,0.4,984,52.1186
24.450,0.5,1014,53.7076
24.500,0.025,705,37.3411
24.500,0.05,705,37.3411
24.500,0.075,705,37.3411
24.500,0.125,743,39.3538
24.500,0.150,743,39.3538
24.500,0.175,743,39.3538
24.500,0.1,705,37.3411
24.500,0.225,770,40.7839
24.500,0.25,828,43.8559
24.500,0.275,947,50.1589
24.500,0.2,743,39.3538
24.500,0.325,980,51.9068
24.500,0.350,988,52.3305
24.500,0.375,1015,53.7606
24.500,0.3,951,50.3708
24.500,0.425,1023,54.1843
24.500,0.45,1036,54.8729
24.500,0.475,1039,55.0318
24.500,0.4,1019,53.9725
24.500,0.5,1039,55.0318
24.550,0.025,704,37.2881
24.550,0.05,704,37.2881
24.550,0.075,704,37.2881
24.550,0.125,771,40.8369
24.550,0.150,771,40.8369
24.550,0.175,771,40.8369
24.550,0.1,771,40.8369
24.550,0.225,805,42.6377
24.550,0.25,805,42.6377
24.550,0.275,806,42.6907
24.550,0.2,804,42.5847
24.550,0.325,949,50.2648
24.550,0.350,962,50.9534
24.550,0.375,966,51.1653
24.550,0.3,916,48.5169
24.550,0.425,1001,53.0191
24.550,0.45,1003,53.125
24.550,0.475,1017,53.8665
24.550,0.4,974,51.589
24.550,0.5,1021,54.0784
24.600,0.025,681,36.0699
24.600,0.05,681,36.0699
24.600,0.075,681,36.0699
24.600,0.125,724,38.3475
24.600,0.150,727,38.5064
24.600,0.175,785,41.5784
24.600,0.1,724,38.3475
24.600,0.225,799,42.3199
24.600,0.25,806,42.6907
24.600,0.275,958,50.7415
24.600,0.2,790,41.8432
24.600,0.325,1015,53.7606
24.600,0.350,1022,54.1314
24.600,0.375,1030,54.5551
